#Sample=noise
#Laser=785 nm
#Grating=600
#Exposition=10
#Accumulation=1
#Acquired=30.10.2023 15:43:42
1599.2	39.6667
1597.39	42.3333
1595.58	42
1593.77	38
1591.96	43.3333
1590.15	42
1588.33	48
1586.52	37.3333
1584.71	43.6667
1582.89	44
1581.08	44
1579.26	46
1577.45	49
1575.63	47.3333
1573.81	51
1571.99	52.3333
1570.18	47.6667
1568.36	43.3333
1566.54	49
1564.72	48.3333
1562.89	43
1561.07	54.6667
1559.25	45
1557.42	54
1555.6	44.3333
1553.78	52.3333
1551.95	51.6667
1550.12	45.3333
1548.3	48.6667
1546.47	54.6667
1544.64	54.3333
1542.81	54.6667
1540.98	56.6667
1539.15	48.3333
1537.32	51.6667
1535.49	58
1533.65	55.6667
1531.82	51.3333
1529.99	55
1528.15	53
1526.32	60
1524.48	50.6667
1522.64	55.6667
1520.81	57.6667
1518.97	53.3333
1517.13	56.3333
1515.29	56.3333
1513.45	56.6667
1511.61	56.3333
1509.77	56.3333
1507.92	55.6667
1506.08	65.6667
1504.24	61
1502.39	51.3333
1500.55	58
1498.7	52
1496.86	58.3333
1495.01	59.3333
1493.16	49.3333
1491.31	57.6667
1489.46	61.6667
1487.61	56
1485.76	54
1483.91	58.3333
1482.06	56
1480.21	49.6667
1478.35	48
1476.5	53.3333
1474.64	58
1472.79	58
1470.93	58.6667
1469.07	53.3333
1467.22	55
1465.36	53.3333
1463.5	60.6667
1461.64	59.6667
1459.78	54.3333
1457.92	56.3333
1456.05	64.3333
1454.19	56
1452.33	54
1450.46	56.6667
1448.6	51.6667
1446.73	61.3333
1444.87	58.3333
1443	54
1441.13	64
1439.26	61
1437.39	61
1435.52	56
1433.65	50.3333
1431.78	64.6667
1429.91	44.6667
1428.04	60
1426.17	55
1424.29	60.6667
1422.42	53.3333
1420.54	52
1418.66	63.6667
1416.79	52.3333
1414.91	63.3333
1413.03	55
1411.15	54.3333
1409.27	62.3333
1407.39	54.3333
1405.51	54.6667
1403.63	63.6667
1401.75	49.6667
1399.86	56
1397.98	50.6667
1396.09	64.3333
1394.21	58.6667
1392.32	55.3333
1390.44	55.6667
1388.55	52
1386.66	60.3333
1384.77	56.3333
1382.88	50
1380.99	54.6667
1379.1	51.6667
1377.21	49.6667
1375.31	54.3333
1373.42	57.3333
1371.53	52.6667
1369.63	63.3333
1367.74	57
1365.84	60
1363.94	62.3333
1362.05	60.6667
1360.15	56.6667
1358.25	66
1356.35	62.3333
1354.45	56
1352.55	59.3333
1350.64	59.3333
1348.74	60
1346.84	50
