#Sample=wristback
#Laser=785 nm
#Grating=600
#Exposition=10
#Accumulation=1
#Acquired=30.10.2023 15:20:07
1599.2	3512
1597.39	3496.67
1595.58	3495.67
1593.77	3523.67
1591.96	3511
1590.15	3537
1588.33	3516.67
1586.52	3531
1584.71	3534
1582.89	3515.33
1581.08	3541.33
1579.26	3529.33
1577.45	3563
1575.63	3583.33
1573.81	3542
1571.99	3587
1570.18	3593.67
1568.36	3591.67
1566.54	3584.67
1564.72	3598.67
1562.89	3607.67
1561.07	3583.67
1559.25	3618
1557.42	3620
1555.6	3600
1553.78	3557.67
1551.95	3579.67
1550.12	3584
1548.3	3585
1546.47	3621.33
1544.64	3642.33
1542.81	3629.33
1540.98	3631.67
1539.15	3646.67
1537.32	3628.33
1535.49	3640
1533.65	3613.33
1531.82	3614
1529.99	3629.67
1528.15	3623
1526.32	3645.67
1524.48	3591
1522.64	3610.67
1520.81	3623
1518.97	3651.33
1517.13	3593
1515.29	3607.67
1513.45	3629.67
1511.61	3611.67
1509.77	3616
1507.92	3618
1506.08	3650.33
1504.24	3637.67
1502.39	3665
1500.55	3651
1498.7	3627
1496.86	3620.33
1495.01	3622.33
1493.16	3620.67
1491.31	3633.67
1489.46	3621.67
1487.61	3627
1485.76	3597
1483.91	3650
1482.06	3645.67
1480.21	3672.67
1478.35	3651
1476.5	3645.67
1474.64	3675.33
1472.79	3675
1470.93	3702.67
1469.07	3678.33
1467.22	3713
1465.36	3689.33
1463.5	3718.33
1461.64	3724.33
1459.78	3704.67
1457.92	3716
1456.05	3732
1454.19	3758
1452.33	3747
1450.46	3732.67
1448.6	3728.67
1446.73	3701.67
1444.87	3718
1443	3729
1441.13	3707.33
1439.26	3735
1437.39	3709.67
1435.52	3688.67
1433.65	3731.33
1431.78	3692
1429.91	3642.33
1428.04	3687.67
1426.17	3678.67
1424.29	3660
1422.42	3692.67
1420.54	3665.33
1418.66	3678
1416.79	3673
1414.91	3689
1413.03	3688
1411.15	3704.33
1409.27	3646
1407.39	3648
1405.51	3660
1403.63	3686
1401.75	3685.67
1399.86	3687
1397.98	3664.33
1396.09	3680
1394.21	3676.67
1392.32	3659
1390.44	3675
1388.55	3651.67
1386.66	3658.33
1384.77	3649.33
1382.88	3641.67
1380.99	3625.67
1379.1	3610.67
1377.21	3616
1375.31	3661
1373.42	3646.33
1371.53	3632.67
1369.63	3625.33
1367.74	3625.67
1365.84	3650.67
1363.94	3664.33
1362.05	3645.33
1360.15	3663.67
1358.25	3672.33
1356.35	3680.33
1354.45	3669
1352.55	3681.67
1350.64	3703.33
1348.74	3711.67
1346.84	3717
1344.93	3700.67
1343.03	3734.33
1341.12	3707.33
1339.22	3716.67
1337.31	3702.67
1335.4	3688.33
1333.49	3738
1331.58	3714.33
1329.67	3678.67
1327.76	3713.67
1325.85	3707.33
1323.94	3708.67
1322.03	3719.67
1320.11	3739
1318.2	3709.67
1316.28	3711.33
1314.37	3697
1312.45	3726
1310.53	3738
1308.62	3736.33
1306.7	3764.67
1304.78	3757.33
1302.86	3754.67
1300.94	3751.33
1299.01	3776.33
1297.09	3760
1295.17	3785.67
1293.24	3766.33
1291.32	3788.67
1289.39	3775.67
1287.47	3800.33
1285.54	3757.67
