#Sample=bloodtip
#Laser=785 nm
#Gating=600
#Exposition=10 s
#Accumulation=1
#Acquired=30.10.2023 15:53:15
2745.96	78.3333
2744.57	79.3333
2743.18	74.6667
2741.8	88.3333
2740.41	75.6667
2739.02	70.6667
2737.63	87.3333
2736.24	80.6667
2734.85	82.6667
2733.46	77
2732.07	85
2730.68	82
2729.29	73.6667
2727.9	81
2726.5	69.3333
2725.11	78.6667
2723.72	80
2722.32	76.3333
2720.93	80
2719.53	80.6667
2718.14	83.6667
2716.74	80
2715.34	78.3333
2713.95	77.6667
2712.55	77.3333
2711.15	74
2709.75	81.6667
2708.35	76
2706.95	74.3333
2705.55	80.3333
2704.15	86.6667
2702.75	81
2701.35	67
2699.95	84
2698.55	83.3333
2697.14	77.3333
2695.74	79.3333
2694.33	79.6667
2692.93	83.6667
2691.52	73.6667
2690.12	80
2688.71	80.6667
2687.31	82
2685.9	82
2684.49	75.6667
2683.08	74.6667
2681.67	79.3333
2680.26	86.3333
2678.85	79.3333
2677.44	66
2676.03	84.3333
2674.62	81.3333
2673.21	82.6667
2671.8	76.6667
2670.38	85.3333
2668.97	74.6667
2667.56	81.6667
2666.14	79
2664.73	85.3333
2663.31	80.3333
2661.9	73
2660.48	75.6667
2659.06	81
2657.64	75.6667
2656.23	75.6667
2654.81	80.6667
2653.39	73
2651.97	80.6667
2650.55	78
2649.13	87.3333
2647.71	78.6667
2646.29	76.6667
2644.86	87.3333
2643.44	78.6667
2642.02	86.6667
2640.6	87.6667
2639.17	81.3333
2637.75	86
2636.32	84.3333
2634.9	76.3333
2633.47	82
2632.04	80
2630.62	82
2629.19	81
2627.76	78
2626.33	86
2624.9	81.3333
2623.47	76.3333
2622.04	80
2620.61	81
2619.18	82
2617.75	83
2616.31	80
2614.88	79.3333
2613.45	87.3333
2612.01	77.3333
2610.58	84.6667
2609.14	75
2607.71	85.3333
2606.27	81.3333
2604.84	74.6667
2603.4	79
2601.96	80
2600.52	85.6667
2599.08	78.3333
2597.65	85
2596.21	80.6667
2594.77	81.3333
2593.32	81.6667
2591.88	73
2590.44	87.3333
2589	80.3333
2587.56	82.3333
2586.11	79
2584.67	89.6667
2583.22	78.6667
2581.78	73
2580.33	81.3333
2578.89	81.3333
2577.44	81
2575.99	80
2574.55	87.3333
2573.1	79
2571.65	77.6667
2570.2	84
2568.75	82.3333
2567.3	75.3333
2565.85	86.3333
2564.4	82.3333
2562.95	85
2561.5	90
2560.04	76.3333
2558.59	84.6667
2557.14	87.3333
2555.68	88
2554.23	83.6667
2552.77	85.3333
2551.31	85
2549.86	87.3333
2548.4	85
2546.94	85.3333
2545.49	88
2544.03	82
2542.57	87.3333
2541.11	81.3333
2539.65	79
2538.19	78
2536.73	92
2535.26	86.3333
2533.8	73.6667
2532.34	86
2530.88	76.3333
2529.41	79
2527.95	87.3333
2526.48	87
2525.02	89.3333
2523.55	83
2522.08	83
2520.62	87.3333
2519.15	86.3333
2517.68	81
2516.21	86.3333
2514.74	89
2513.27	83.3333
2511.8	89
2510.33	82
2508.86	85.3333
2507.39	90.3333
2505.92	72
2504.44	88.6667
2502.97	83.3333
2501.5	93
2500.02	89.3333
2498.55	81.3333
2497.07	91.3333
2495.59	83.3333
2494.12	85.3333
2492.64	66.3333
2491.16	79.6667
2489.68	92
2488.2	83.3333
2486.73	86
2485.25	86.6667
2483.76	87.6667
2482.28	82.6667
2480.8	91.6667
2479.32	94
2477.84	89.6667
2476.35	88
2474.87	84.6667
2473.39	79.3333
2471.9	92
2470.42	90.3333
2468.93	85
2467.44	88
2465.96	93.3333
2464.47	90.3333
2462.98	92.6667
2461.49	81.3333
2460	93.6667
2458.51	93.6667
2457.02	88
2455.53	99
2454.04	91
2452.55	89.3333
2451.06	87
2449.56	95.3333
2448.07	87
2446.58	97.6667
2445.08	92.3333
2443.59	89.6667
2442.09	100.667
2440.59	98.3333
2439.1	90
2437.6	101
2436.1	94.3333
2434.6	100
2433.11	89
2431.61	98
2430.11	98
2428.61	94
2427.1	91.3333
2425.6	94.3333
2424.1	100
2422.6	88
2421.09	98
2419.59	97.3333
2418.09	96
2416.58	95.6667
2415.07	94.3333
2413.57	97.3333
2412.06	95.6667
2410.56	95.3333
2409.05	101
2407.54	94
2406.03	87
2404.52	90.3333
2403.01	93.3333
2401.5	88.6667
2399.99	85.3333
2398.48	91.6667
2396.97	88.6667
2395.45	89.6667
2393.94	90
2392.43	89
2390.91	86.6667
2389.4	100
2387.88	87.6667
2386.37	89.3333
2384.85	94.6667
2383.33	84.3333
2381.81	83
2380.3	90.6667
2378.78	86.6667
2377.26	97.6667
2375.74	92.3333
2374.22	91
2372.7	92.3333
2371.17	88.6667
2369.65	88
2368.13	96.3333
2366.61	87
2365.08	97.6667
2363.56	91.3333
